party,post_id,shares,likes,total_interactions,ad_group
CDU,129459503748982_2872068636154708,13,232,275,not sponsored
CDU,129459503748982_2868668213161417,8,89,102,not sponsored
CDU,129459503748982_2868403989854506,5,62,71,not sponsored
CDU,129459503748982_2866460300048875,12,45,58,not sponsored
CDU,129459503748982_2871495252878713,4,62,70,not sponsored
CDU,129459503748982_2866328583395380,3,32,36,not sponsored
CDU,129459503748982_2864687803559458,13,71,84,not sponsored
CDU,129459503748982_2866447793383459,14,72,94,not sponsored
CDU,129459503748982_2862906377070934,0,28,28,not sponsored
CDU,129459503748982_2864757380219167,0,43,45,not sponsored
CDU,129459503748982_2868024269892478,4,87,95,not sponsored
CDU,129459503748982_2859525110742394,1,28,29,not sponsored
CDU,129459503748982_2863032537058318,8,37,47,not sponsored
CDU,129459503748982_2864764383551800,1,42,43,not sponsored
CDU,129459503748982_2859438444084394,1,35,36,not sponsored
CDU,129459503748982_2859084967453075,3,23,26,not sponsored
CDU,129459503748982_2852035624824676,5,34,39,not sponsored
CDU,129459503748982_386087245331418,8,36,46,not sponsored
CDU,129459503748982_2854047517956820,9,34,45,not sponsored
CDU,129459503748982_2850176115010627,5,39,47,not sponsored
CDU,129459503748982_2851978721497033,4,35,39,not sponsored
CDU,129459503748982_2852172328144339,8,68,78,not sponsored
CDU,129459503748982_2853727674655471,0,42,42,not sponsored
CDU,129459503748982_2840374449324127,51,160,216,not sponsored
CDU,129459503748982_2835885676439671,0,16,16,not sponsored
CDU,129459503748982_2846407455387493,0,25,25,not sponsored
CDU,129459503748982_2849635041731401,0,25,25,not sponsored
CDU,129459503748982_2846350052059900,0,28,30,not sponsored
CDU,129459503748982_2840718155956423,9,56,65,not sponsored
CDU,129459503748982_2846848918676680,21,75,120,not sponsored
CDU,129459503748982_2848120938549478,3,33,36,not sponsored
CDU,129459503748982_2840288915999347,2,55,57,not sponsored
CDU,129459503748982_2838890966139142,1,35,36,not sponsored
CDU,129459503748982_2842833995744839,9,103,115,not sponsored
CDU,129459503748982_2835693353125570,1,17,18,not sponsored
CDU,129459503748982_2838735199488052,77,317,451,not sponsored
CDU,129459503748982_2835528613142044,2,42,44,not sponsored
CDU,129459503748982_2821903204504585,6,29,37,not sponsored
CDU,129459503748982_2835510189810553,1,32,33,not sponsored
CDU,129459503748982_2835353846492854,0,39,42,not sponsored
CDU,129459503748982_2828160593878846,7,77,88,not sponsored
CDU,2830313506996888:9:0,3,48,57,not sponsored
CDU,129459503748982_645761502514615,13,69,131,not sponsored
CDU,129459503748982_2834055959955976,8,53,65,not sponsored
CDU,129459503748982_177460386498303,18,48,90,not sponsored
CDU,129459503748982_2825025354192370,0,110,112,not sponsored
CDU,129459503748982_2835344933160412,69,93,163,not sponsored
CDU,129459503748982_2837467286281510,26,89,117,not sponsored
CDU,129459503748982_2826511934043712,2,72,79,not sponsored
CDU,129459503748982_2830174363677469,39,379,479,not sponsored
CDU,129459503748982_2823422574352648,14,69,85,not sponsored
CDU,129459503748982_2816764331685139,9,77,91,not sponsored
CDU,129459503748982_2828333813861524,0,42,44,not sponsored
CDU,129459503748982_2824873674207538,6,74,80,not sponsored
CDU,129459503748982_2820476111313961,3,60,63,not sponsored
CDU,129459503748982_2818826351478937,1,28,32,not sponsored
CDU,129459503748982_2828823287145910,8,140,157,not sponsored
CDU,129459503748982_2596980353663437,9,44,69,not sponsored
CDU,129459503748982_2819667231394849,3,136,152,not sponsored
CDU,129459503748982_2161258547324158,3,54,59,not sponsored
CDU,129459503748982_2821896301171942,4,49,54,not sponsored
CDU,129459503748982_2822199941141578,0,39,41,not sponsored
CDU,129459503748982_2821421267886112,3,82,91,not sponsored
CDU,129459503748982_2821908201170752,2,23,26,not sponsored
CDU,129459503748982_595814650918607,0,1,4,not sponsored
CDU,129459503748982_2815421811819391,54,219,289,not sponsored
CDU,129459503748982_2811283635566542,3,33,50,not sponsored
CDU,129459503748982_2790644820963757,23,147,177,not sponsored
CDU,129459503748982_2814946818533557,4,54,68,not sponsored
CDU,129459503748982_2805809489447290,3,66,71,not sponsored
CDU,129459503748982_845556042446039,0,0,0,not sponsored
CDU,129459503748982_2791869370841302,2,54,59,not sponsored
CDU,129459503748982_2791059737588932,8,87,96,not sponsored
CDU,129459503748982_2797138016981104,7,44,52,not sponsored
CDU,129459503748982_2793700407324865,15,89,105,not sponsored
CDU,129459503748982_2790556947639211,4,37,41,not sponsored
CDU,129459503748982_2795567010471538,11,72,85,not sponsored
CDU,129459503748982_2788993134462259,25,82,107,not sponsored
CDU,129459503748982_2782711381757101,4,128,134,not sponsored
CDU,129459503748982_2779581702070069,7,125,134,not sponsored
CDU,129459503748982_2775584729136433,7,32,45,not sponsored
CDU,129459503748982_2790603534301219,23,73,99,not sponsored
CDU,129459503748982_280755542821829,10,64,80,not sponsored
CDU,129459503748982_2785675068127399,1,25,26,not sponsored
CDU,129459503748982_2773675872660652,8,47,60,not sponsored
CDU,129459503748982_2780554511972788,2,35,38,not sponsored
CDU,129459503748982_2775207819174124,0,45,49,not sponsored
CDU,129459503748982_2776879905673582,3,28,33,not sponsored
CDU,129459503748982_2769399826421590,1,33,36,not sponsored
CDU,129459503748982_2769424496419123,6,71,89,not sponsored
CDU,129459503748982_2750899461604960,0,4,4,not sponsored
CDU,129459503748982_2768751556486417,14,71,98,not sponsored
CDU,129459503748982_2767278456633727,30,177,229,not sponsored
CDU,129459503748982_2758641290830777,14,95,116,not sponsored
CDU,129459503748982_2755781864450053,10,56,71,not sponsored
CDU,129459503748982_2745853028776270,22,45,91,not sponsored
CDU,129459503748982_2755796764448563,4,43,48,not sponsored
CDU,129459503748982_2755371927824380,5,35,40,not sponsored
CDU,129459503748982_2752630428098530,2,12,14,not sponsored
CDU,129459503748982_2750532061641700,0,36,39,not sponsored
CDU,129459503748982_2754137887947784,6,85,95,not sponsored
CDU,129459503748982_2755350851159821,9,89,105,not sponsored
CDU,129459503748982_2745976195430620,0,24,24,not sponsored
CDU,129459503748982_2747434855284754,22,109,131,not sponsored
CDU,129459503748982_2744178975610342,0,173,196,not sponsored
CDU,129459503748982_2745219632172943,1,32,33,not sponsored
CDU,129459503748982_2732347696793470,0,2,2,not sponsored
CDU,129459503748982_2739717866056453,0,82,89,not sponsored
CDU,129459503748982_2739838822711024,8,172,202,not sponsored
CDU,129459503748982_2734224069939166,3,70,76,not sponsored
CDU,129459503748982_2740259699335603,5,72,80,not sponsored
CDU,129459503748982_2733617596666480,15,85,105,not sponsored
CDU,2732343026793937:9:0,8,63,74,not sponsored
CDU,129459503748982_541061346383448,12,43,68,not sponsored
CDU,129459503748982_2727059137322326,20,108,139,not sponsored
CDU,129459503748982_2723018077726432,31,151,191,not sponsored
CDU,142004422534101_2216312708436585,5,62,75,not sponsored
CDU,142004422534101_2212814665453056,6,15,24,not sponsored
CDU,142004422534101_2186827491385107,10,39,50,not sponsored
CDU,142004422534101_2209443389123517,6,53,61,not sponsored
CDU,142004422534101_2191477124253477,8,51,61,not sponsored
CDU,142004422534101_2209941695740353,3,74,79,not sponsored
CDU,142004422534101_2206005469467309,9,45,55,not sponsored
CDU,142004422534101_2203154709752385,26,61,96,not sponsored
CDU,142004422534101_2202800909787765,2,14,17,not sponsored
CDU,142004422534101_2203099816424541,2,17,21,not sponsored
CDU,142004422534101_2201121306622392,0,12,12,not sponsored
CDU,142004422534101_2198339493567240,0,5,5,not sponsored
CDU,142004422534101_2201387989929057,1,24,28,not sponsored
CDU,142004422534101_2189851417749381,18,35,57,not sponsored
CDU,142004422534101_2188531441214712,13,55,70,not sponsored
CDU,142004422534101_2188135814587608,0,11,12,not sponsored
CDU,142004422534101_2180364592031397,17,42,85,not sponsored
CDU,142004422534101_2169441756457014,16,53,70,not sponsored
CDU,142004422534101_2175579572509899,3,22,26,not sponsored
CDU,142004422534101_2169569386444251,16,62,81,not sponsored
CDU,142004422534101_2175894405811749,27,38,67,not sponsored
CDU,142004422534101_2169351629799360,0,13,13,not sponsored
CDU,142004422534101_2168076996593490,1,15,17,not sponsored
CDU,142004422534101_2157352557665934,9,49,59,not sponsored
CDU,142004422534101_2163833297017860,10,21,83,not sponsored
CDU,142004422534101_2159526454115211,3,44,48,not sponsored
CDU,142004422534101_2160337347367455,1,8,10,not sponsored
CDU,142004422534101_2138941542840369,9,50,61,not sponsored
CDU,142004422534101_2155910227810167,3,10,16,not sponsored
CDU,142004422534101_2147530625314794,1,12,15,not sponsored
CDU,142004422534101_2157546124313244,16,45,62,not sponsored
CDU,142004422534101_2143312929069897,1,18,21,not sponsored
CDU,142004422534101_2138812536186603,1,13,14,not sponsored
CDU,142004422534101_2134571609944029,4,23,28,not sponsored
CDU,142004422534101_2126278074106716,3,37,43,not sponsored
CDU,142004422534101_2108768585857665,1,21,23,not sponsored
CDU,142004422534101_2123081354426388,3,26,36,not sponsored
CDU,142004422534101_2114705151930675,6,42,51,not sponsored
CDU,142004422534101_2114267925307731,1,9,13,not sponsored
CDU,142004422534101_2106145759453281,4,28,35,not sponsored
CDU,142004422534101_2103182976416226,9,60,73,not sponsored
CDU,142004422534101_2095573353843855,3,36,42,not sponsored
CDU,142004422534101_2098704890197368,2,12,19,not sponsored
CDU,142004422534101_2087230681344789,5,60,69,not sponsored
CDU,142004422534101_2089842947750229,4,21,30,not sponsored
CDU,142004422534101_2087837404617450,8,79,89,not sponsored
CDU,142004422534101_2089031774498013,0,21,21,not sponsored
CDU,142004422534101_2087621777972346,3,35,40,not sponsored
CDU,142004422534101_2088568561211001,4,56,62,not sponsored
CDU,142004422534101_2086484994752691,1,23,24,not sponsored
CDU,142004422534101_2080174572050400,13,40,55,not sponsored
CSU,81386795687_10157184563980688,47,533,753,not sponsored
CSU,81386795687_10157182217480688,3,64,92,not sponsored
CSU,81386795687_2292464664396953,18,151,322,not sponsored
CSU,81386795687_10157194931965688,3,66,141,not sponsored
CSU,81386795687_10157187545570688,20,213,266,not sponsored
CSU,81386795687_10157192515850688,54,294,448,not sponsored
CSU,81386795687_10157184664750688,56,518,996,not sponsored
CSU,81386795687_10157187575580688,9,296,327,not sponsored
CSU,81386795687_10157186636495688,58,528,770,not sponsored
CSU,81386795687_10157187193385688,44,214,319,not sponsored
CSU,81386795687_10157193950495688,100,322,786,not sponsored
CSU,81386795687_10157182120585688,39,339,652,not sponsored
CSU,81386795687_10157184741090688,11,189,391,not sponsored
CSU,81386795687_10157180069100688,88,601,1305,not sponsored
CSU,81386795687_10157156037240688,124,758,959,not sponsored
CSU,81386795687_10157182144825688,16,112,169,not sponsored
CSU,81386795687_10157181783320688,459,2349,3295,not sponsored
CSU,81386795687_10157179545120688,105,576,847,not sponsored
CSU,81386795687_10157184951570688,7,95,151,not sponsored
CSU,81386795687_10157184668890688,27,235,434,not sponsored
CSU,81386795687_10157181411530688,76,552,1052,not sponsored
CSU,81386795687_10157156012395688,36,196,263,not sponsored
CSU,81386795687_747396875662706,7,107,212,not sponsored
CSU,81386795687_10157177841595688,61,499,841,not sponsored
CSU,81386795687_10157182291980688,12,159,246,not sponsored
CSU,81386795687_10157174837260688,35,165,379,not sponsored
CSU,81386795687_10157178779630688,3,59,146,not sponsored
CSU,81386795687_10157182333565688,27,166,338,not sponsored
CSU,81386795687_10157182308595688,18,144,197,not sponsored
CSU,81386795687_10157182820860688,26,882,1136,not sponsored
CSU,81386795687_10157179243270688,69,397,755,not sponsored
CSU,81386795687_10157179010405688,20,190,357,not sponsored
CSU,81386795687_10157178673530688,171,711,1761,not sponsored
CSU,81386795687_10157177554595688,129,759,2172,not sponsored
CSU,10157174902395688:9:0,19,186,403,not sponsored
CSU,81386795687_10157178726995688,48,214,441,not sponsored
CSU,81386795687_10157179247275688,8,226,429,not sponsored
CSU,81386795687_10157177699410688,49,174,472,not sponsored
CSU,81386795687_10157178732675688,51,193,669,not sponsored
CSU,81386795687_10157176711120688,14,72,156,not sponsored
CSU,81386795687_10157176544730688,53,300,816,not sponsored
CSU,81386795687_2055758624551433,38,247,758,not sponsored
CSU,81386795687_10157177449055688,32,121,362,not sponsored
CSU,81386795687_10157169088905688,15,168,216,not sponsored
CSU,81386795687_10157176981765688,11,190,519,not sponsored
CSU,81386795687_10157173544795688,51,377,1357,high
CSU,81386795687_10157177544580688,41,356,1115,not sponsored
CSU,81386795687_387347198546955,29,139,559,not sponsored
CSU,81386795687_10157177279725688,52,436,1053,not sponsored
CSU,81386795687_10157176916170688,11,174,343,not sponsored
CSU,81386795687_10157175092995688,65,155,385,not sponsored
CSU,81386795687_10157169186510688,171,624,2215,low
CSU,81386795687_10157171045580688,49,743,991,not sponsored
CSU,81386795687_10157169289500688,35,281,560,not sponsored
CSU,81386795687_10157155964900688,13,247,330,not sponsored
CSU,81386795687_10157174765495688,97,467,1152,not sponsored
CSU,81386795687_10157147700115688,7,110,274,not sponsored
CSU,81386795687_10157168580700688,71,561,1002,not sponsored
CSU,81386795687_10157155762720688,26,191,617,not sponsored
CSU,81386795687_10157165705860688,20,69,178,high
CSU,81386795687_10157164363180688,47,613,1322,not sponsored
CSU,81386795687_10157166735165688,138,738,2262,middle
CSU,81386795687_10157169123380688,30,240,646,not sponsored
CSU,81386795687_10157164214075688,14,73,198,not sponsored
CSU,81386795687_10157168895065688,4,58,130,not sponsored
CSU,81386795687_10157160685950688,52,340,1291,not sponsored
CSU,81386795687_10157155816865688,3,97,179,not sponsored
CSU,81386795687_10157162915700688,103,526,1272,high
CSU,81386795687_10157112362425688,61,287,831,not sponsored
CSU,81386795687_10157163250980688,121,120,482,not sponsored
CSU,81386795687_10157136620800688,40,78,341,not sponsored
CSU,81386795687_10157156074000688,7,136,256,not sponsored
CSU,81386795687_10157156106680688,27,188,709,not sponsored
CSU,81386795687_10157153671785688,90,638,1452,high
CSU,81386795687_10157155525690688,14,196,236,not sponsored
CSU,81386795687_10157153280895688,21,352,657,not sponsored
CSU,81386795687_10157158141945688,30,672,949,not sponsored
CSU,81386795687_10157112305335688,37,122,325,not sponsored
CSU,81386795687_10157133418660688,46,563,907,high
CSU,81386795687_10157155000890688,34,250,672,not sponsored
CSU,81386795687_10157153852435688,36,375,937,not sponsored
CSU,81386795687_10157150969355688,28,185,448,not sponsored
CSU,81386795687_10157150143900688,81,497,779,not sponsored
CSU,81386795687_10157136603020688,19,65,210,not sponsored
CSU,81386795687_10157144415620688,31,209,680,not sponsored
CSU,81386795687_10157114351100688,22,82,184,high
CSU,81386795687_10157148270525688,11,138,234,not sponsored
CSU,81386795687_10157159945485688,270,1033,3192,not sponsored
CSU,81386795687_10157112655730688,62,208,499,not sponsored
CSU,81386795687_10157150598055688,148,572,1038,middle
CSU,81386795687_10157150276655688,77,540,719,not sponsored
CSU,81386795687_10157155228450688,67,504,948,not sponsored
CSU,81386795687_10157148194080688,10,116,202,not sponsored
CSU,81386795687_10157140982160688,16,202,304,not sponsored
CSU,10157151200535688:9:0,3,91,123,not sponsored
CSU,81386795687_10157153506510688,6,66,220,not sponsored
CSU,81386795687_10157145649730688,208,665,1356,not sponsored
CSU,81386795687_10157112709050688,18,111,164,not sponsored
CSU,81386795687_10157153240340688,7,131,283,not sponsored
CSU,81386795687_10157148200805688,59,672,949,not sponsored
CSU,81386795687_10157128867665688,863,4219,6052,not sponsored
CSU,81386795687_10157153926645688,13,138,356,not sponsored
CSU,81386795687_10157146569090688,27,342,470,not sponsored
CSU,81386795687_10157138641880688,121,672,1382,not sponsored
CSU,81386795687_10157134630180688,32,597,882,not sponsored
CSU,81386795687_10157112776010688,13,80,140,not sponsored
CSU,81386795687_10157138305645688,10,121,266,not sponsored
CSU,81386795687_10157138485945688,142,662,1125,high
CSU,81386795687_10157136694535688,11,446,501,not sponsored
CSU,81386795687_10157148211005688,18,88,148,not sponsored
CSU,81386795687_10157133960915688,17,209,322,not sponsored
CSU,81386795687_10157131969565688,9,70,201,not sponsored
CSU,81386795687_10157138865340688,11,161,209,not sponsored
CSU,81386795687_10157114701685688,7,66,124,high
CSU,81386795687_10157138376465688,38,443,730,not sponsored
CSU,10157118986885688:9:0,17,161,214,not sponsored
CSU,81386795687_10157136121420688,366,3365,4226,not sponsored
CSU,81386795687_10157129135280688,35,584,811,not sponsored
CSU,81386795687_10157128755090688,51,74,259,not sponsored
CSU,81386795687_10157132407115688,9,254,567,not sponsored
CSU,81386795687_10157133972050688,23,265,389,not sponsored
CSU,81386795687_10157135878885688,48,189,568,not sponsored
CSU,81386795687_10157133951445688,37,289,457,not sponsored
CSU,81386795687_10157082975970688,128,306,482,not sponsored
CSU,81386795687_10157132153550688,119,723,1585,not sponsored
CSU,81386795687_10157133564070688,17,170,270,not sponsored
CSU,81386795687_10157115170600688,8,160,179,not sponsored
CSU,81386795687_10157129269815688,32,172,487,not sponsored
CSU,81386795687_10157099896350688,29,61,120,not sponsored
CSU,81386795687_10157131425075688,89,836,1095,not sponsored
CSU,81386795687_10157082996410688,255,721,1035,not sponsored
CSU,81386795687_10157121016705688,10,97,128,not sponsored
CSU,81386795687_10157131032885688,25,168,466,not sponsored
CSU,81386795687_2412445648800350,23,136,319,not sponsored
CSU,81386795687_10157121126435688,73,733,1043,not sponsored
CSU,81386795687_10157129899665688,25,251,593,not sponsored
CSU,81386795687_10157119817760688,33,309,829,not sponsored
CSU,81386795687_10157095994610688,55,124,453,not sponsored
CSU,81386795687_10157114397165688,3,105,171,not sponsored
CSU,81386795687_10157115334510688,29,177,768,not sponsored
CSU,81386795687_10157116538480688,10,92,181,not sponsored
CSU,10157121385505688:9:0,8,206,242,not sponsored
CSU,81386795687_10157107029565688,61,334,693,not sponsored
CSU,81386795687_10157078091715688,78,328,428,not sponsored
CSU,81386795687_10157122201875688,17,281,427,not sponsored
CSU,81386795687_10157119209820688,45,581,740,not sponsored
CSU,81386795687_10157102571845688,14,179,274,not sponsored
CSU,81386795687_10157114285310688,63,371,647,not sponsored
CSU,81386795687_10157118744295688,82,509,748,not sponsored
CSU,81386795687_10157052912925688,9,576,720,not sponsored
CSU,81386795687_10157114777480688,15,172,280,not sponsored
CSU,81386795687_10157080284210688,14,136,368,not sponsored
CSU,81386795687_10157106750430688,134,522,1980,not sponsored
CSU,81386795687_10157107184455688,35,299,859,not sponsored
CSU,81386795687_10157098031720688,26,79,399,not sponsored
CSU,81386795687_10157114495540688,13,61,122,not sponsored
CSU,81386795687_10157097962335688,20,114,549,not sponsored
CSU,81386795687_10157080215650688,56,172,237,not sponsored
CSU,81386795687_10157112524220688,12,125,291,not sponsored
CSU,81386795687_10157084820270688,84,594,1040,not sponsored
CSU,81386795687_10157107063595688,20,228,483,not sponsored
CSU,81386795687_10157113028590688,5,211,259,not sponsored
CSU,81386795687_10157095985835688,23,74,363,not sponsored
CSU,81386795687_10157100365325688,140,336,1002,not sponsored
CSU,81386795687_587027191793687,24,126,320,not sponsored
CSU,81386795687_410857276129487,31,204,757,not sponsored
CSU,81386795687_10157104610760688,14,180,222,not sponsored
CSU,81386795687_10157104252060688,24,216,430,not sponsored
CSU,81386795687_10157084732310688,26,226,357,not sponsored
CSU,81386795687_10157068940260688,46,471,557,not sponsored
CSU,81386795687_10157085028370688,29,333,456,not sponsored
CSU,81386795687_10157070974815688,9,201,326,not sponsored
CSU,81386795687_10157092415760688,28,188,778,not sponsored
CSU,81386795687_10157106596745688,49,342,519,not sponsored
CSU,81386795687_10157098642540688,16,123,333,not sponsored
CSU,81386795687_10157077985205688,40,865,1068,not sponsored
CSU,81386795687_10157080884150688,25,251,321,not sponsored
CSU,81386795687_10157068928810688,110,704,899,not sponsored
CSU,81386795687_10157085117075688,33,141,454,not sponsored
CSU,81386795687_10157068920070688,180,779,1115,not sponsored
CSU,81386795687_10157082692615688,182,1517,2737,not sponsored
CSU,81386795687_10157093161630688,40,307,993,not sponsored
CSU,81386795687_10157087181620688,57,388,1755,not sponsored
CSU,81386795687_10157082335840688,35,162,294,not sponsored
CSU,10157078160260688:9:0,10,186,275,not sponsored
CSU,81386795687_10157061703585688,287,1700,2373,not sponsored
CSU,81386795687_10157082152075688,7,60,87,not sponsored
CSU,81386795687_10157099838795688,5,56,81,not sponsored
CSU,81386795687_10157080679715688,13,69,129,not sponsored
CSU,81386795687_10157075750505688,8,32,87,not sponsored
CSU,81386795687_10157082953860688,33,158,432,not sponsored
CSU,81386795687_10157099967150688,71,375,1732,not sponsored
CSU,81386795687_10157082824150688,4,98,125,not sponsored
CSU,81386795687_10157052762455688,11,66,211,not sponsored
CSU,81386795687_10157080543135688,11,203,323,not sponsored
CSU,81386795687_10157079957945688,44,60,170,not sponsored
CSU,81386795687_10157066361100688,3,69,92,not sponsored
CSU,81386795687_10157078013085688,96,460,1974,not sponsored
CSU,81386795687_10157064507780688,12,143,210,not sponsored
CSU,81386795687_10157068913035688,99,578,748,not sponsored
CSU,81386795687_10157072987945688,4,46,80,not sponsored
CSU,81386795687_10157069121965688,39,289,812,not sponsored
CSU,81386795687_10157042209090688,53,117,338,not sponsored
CSU,81386795687_10157068953760688,44,325,431,not sponsored
CSU,81386795687_10157066070295688,24,288,385,not sponsored
CSU,10157065035945688:9:0,5,86,107,not sponsored
CSU,81386795687_10157066644920688,12,127,183,not sponsored
CSU,10157058108335688:9:0,38,172,289,not sponsored
CSU,81386795687_10157034549395688,27,165,558,not sponsored
CSU,81386795687_10157053527230688,18,195,469,not sponsored
CSU,81386795687_10157080662270688,10,142,273,not sponsored
CSU,81386795687_10157053426260688,7,105,154,not sponsored
CSU,81386795687_10157048381775688,7,62,102,not sponsored
CSU,81386795687_10157048381335688,10,63,93,not sponsored
CSU,81386795687_10157048195325688,50,269,493,not sponsored
CSU,81386795687_10157030276495688,95,380,1312,not sponsored
CSU,81386795687_10157062467720688,147,1038,1459,not sponsored
CSU,81386795687_10157051091070688,73,204,348,not sponsored
CSU,81386795687_10157061938465688,33,107,167,not sponsored
CSU,81386795687_10157062903410688,58,358,476,not sponsored
CSU,81386795687_10157055367710688,47,448,632,not sponsored
CSU,81386795687_10157053442400688,14,146,179,not sponsored
CSU,10157055940680688:9:0,17,81,120,not sponsored
CSU,81386795687_10157060411600688,5,38,55,not sponsored
CSU,81386795687_10157050295010688,336,2234,2914,not sponsored
CSU,81386795687_10157037385705688,8,105,193,not sponsored
CSU,81386795687_10157022938200688,7,83,109,not sponsored
CSU,10157046547755688:9:0,4,51,78,not sponsored
CSU,81386795687_10157059967930688,447,1784,2640,not sponsored
CSU,81386795687_10157046256135688,209,1279,1640,not sponsored
CSU,81386795687_10157042017460688,29,268,660,not sponsored
CSU,81386795687_10157045630090688,8,61,121,not sponsored
CSU,81386795687_10157037495595688,13,141,174,not sponsored
CSU,81386795687_10157050798990688,22,203,328,not sponsored
CSU,81386795687_10157048345945688,20,77,160,not sponsored
CSU,81386795687_10157050694025688,4,45,63,not sponsored
CSU,81386795687_10157032235860688,27,160,323,not sponsored
CSU,81386795687_10157037466830688,10,152,278,not sponsored
CSU,10157041561020688:9:0,33,126,293,not sponsored
CSU,81386795687_2292084551036011,76,155,548,not sponsored
CSU,81386795687_10157041575845688,41,235,710,not sponsored
CSU,81386795687_10157036657610688,5,78,147,not sponsored
CSU,81386795687_10157039878000688,46,303,690,not sponsored
CSU,81386795687_10157038900830688,40,241,434,not sponsored
CSU,81386795687_10157045876975688,24,176,764,not sponsored
CSU,81386795687_10157039915675688,27,87,217,not sponsored
CSU,10157033221610688:9:0,4,70,136,not sponsored
CSU,81386795687_10157023541190688,18,253,306,not sponsored
CSU,10157037544225688:9:0,8,77,124,not sponsored
CSU,81386795687_2134162343316067,28,96,359,not sponsored
CSU,81386795687_10157039843295688,9,48,102,not sponsored
CSU,81386795687_10157030047340688,5,34,139,not sponsored
CSU,81386795687_10157032027015688,32,125,402,not sponsored
CSU,81386795687_10157007592335688,18,233,359,not sponsored
CSU,81386795687_10157030710495688,18,80,350,not sponsored
CSU,81386795687_10157016567055688,53,346,457,not sponsored
CSU,81386795687_10157032715440688,55,294,517,not sponsored
CSU,81386795687_10157024214075688,36,113,332,not sponsored
CSU,10157023719565688:9:0,7,58,78,not sponsored
CSU,81386795687_10157019601195688,5,87,212,not sponsored
CSU,81386795687_10157018663060688,4,68,83,not sponsored
CSU,81386795687_10157025441680688,3,37,89,not sponsored
CSU,81386795687_10157001829950688,10,231,275,not sponsored
CSU,81386795687_10157021203465688,16,120,274,not sponsored
CSU,10157030093500688:9:0,50,153,709,not sponsored
CSU,81386795687_10157030210480688,20,169,444,not sponsored
CSU,81386795687_10157019527335688,13,195,394,not sponsored
CSU,81386795687_10157020779560688,14,102,267,not sponsored
CSU,81386795687_10156993543090688,16,138,335,not sponsored
CSU,81386795687_10157023089555688,66,273,450,not sponsored
CSU,81386795687_10157023365840688,24,87,246,not sponsored
CSU,81386795687_10157017009735688,2,38,49,not sponsored
CSU,81386795687_10157021097910688,20,113,251,not sponsored
CSU,81386795687_10157020979300688,37,202,456,not sponsored
CSU,81386795687_10156972020240688,11,115,149,not sponsored
CSU,81386795687_10157003806245688,9,53,176,not sponsored
CSU,81386795687_10157014403215688,41,325,541,not sponsored
CSU,81386795687_10157015476565688,9,101,143,not sponsored
CSU,81386795687_10157012032200688,65,459,799,not sponsored
CSU,81386795687_10157010823695688,60,191,483,not sponsored
CSU,81386795687_10157007339775688,25,208,361,not sponsored
CSU,81386795687_10157014932800688,28,167,471,not sponsored
CSU,81386795687_10156988279065688,3,12,16,not sponsored
CSU,81386795687_10157012066020688,77,432,605,not sponsored
CSU,81386795687_10156988231335688,51,403,601,not sponsored
CSU,81386795687_10157017325720688,113,700,881,not sponsored
CSU,81386795687_10157016830215688,8,47,71,not sponsored
CSU,81386795687_306558186729441,85,384,1028,not sponsored
CSU,81386795687_10156993170265688,63,440,733,not sponsored
CSU,81386795687_10157007897095688,51,236,373,not sponsored
CSU,81386795687_10157003812155688,0,53,65,not sponsored
CSU,81386795687_10157003586990688,14,101,221,not sponsored
CSU,81386795687_10156991144115688,99,476,878,not sponsored
CSU,81386795687_10157002525765688,23,553,682,not sponsored
CSU,81386795687_10156976677035688,8,218,301,not sponsored
CSU,81386795687_10157009997295688,3,12,22,not sponsored
CSU,81386795687_10157005821530688,28,231,285,not sponsored
CSU,81386795687_10156990897535688,16,164,209,not sponsored
CSU,81386795687_10157008132715688,2,63,87,not sponsored
CSU,10157008396445688:9:0,2,73,92,not sponsored
CSU,81386795687_10156990804145688,90,833,1137,not sponsored
CSU,81386795687_10157001741110688,5,120,177,not sponsored
CSU,81386795687_10156999822675688,37,284,466,not sponsored
CSU,81386795687_10157005400635688,271,1725,2252,not sponsored
CSU,81386795687_10156999522920688,86,515,837,not sponsored
CSU,81386795687_10156997307890688,650,2996,4136,not sponsored
CSU,81386795687_10156986482415688,24,96,149,not sponsored
CSU,81386795687_10156993506285688,12,130,163,not sponsored
CSU,81386795687_10157000466560688,34,520,625,not sponsored
CSU,81386795687_10156992767955688,8,124,170,not sponsored
CSU,81386795687_10156976940075688,10,74,127,not sponsored
CSU,81386795687_10156986272350688,18,60,93,not sponsored
CSU,81386795687_10156999875920688,32,142,214,not sponsored
CSU,81386795687_10156972263965688,17,180,227,not sponsored
CSU,81386795687_10156995120950688,11,134,317,not sponsored
CSU,10156988278715688:9:0,22,285,461,not sponsored
CSU,81386795687_10156987828185688,15,115,172,not sponsored
CSU,81386795687_10156978337645688,34,140,598,not sponsored
CSU,81386795687_10156981937295688,85,187,562,not sponsored
CSU,81386795687_10156976855315688,386,1509,2202,not sponsored
CSU,81386795687_10156988350980688,65,174,318,not sponsored
CSU,81386795687_10156986266550688,49,185,346,not sponsored
CSU,81386795687_10156978960085688,16,131,231,not sponsored
CSU,81386795687_10156983507195688,87,783,1026,not sponsored
CSU,81386795687_10156976336325688,32,272,438,not sponsored
CSU,81386795687_10156976463100688,26,334,451,not sponsored
