party,post_id,shares,likes,total_interactions,ad_group
AfD,345598788891061_2096644567119799,36,223,318,not sponsored
AfD,345598788891061_2100308696753386,217,205,891,not sponsored
AfD,345598788891061_2095226697261586,14,148,174,not sponsored
AfD,345598788891061_2097278753723047,49,179,420,not sponsored
AfD,345598788891061_2095867983864124,169,344,924,not sponsored
AfD,345598788891061_2084387771678812,80,96,559,not sponsored
AfD,345598788891061_2076872865763636,0,97,102,not sponsored
AfD,345598788891061_2075860565864866,8,49,61,not sponsored
AfD,345598788891061_2084097468374509,83,114,1281,not sponsored
AfD,345598788891061_2082995908484665,153,51,489,not sponsored
AfD,345598788891061_2076931869091069,128,1085,1401,not sponsored
AfD,345598788891061_2079899438794312,77,102,240,not sponsored
AfD,345598788891061_2081594061958183,26,29,166,not sponsored
AfD,345598788891061_2075526169231639,38,315,401,not sponsored
AfD,345598788891061_2082633465187576,49,77,141,not sponsored
AfD,345598788891061_2071777412939848,96,542,734,not sponsored
AfD,345598788891061_2072796402837949,71,325,464,not sponsored
AfD,345598788891061_2068682146582708,127,371,590,not sponsored
AfD,345598788891061_2075993525851570,13,170,197,not sponsored
AfD,345598788891061_2071491346301788,44,42,198,not sponsored
AfD,345598788891061_2074162516034671,8,61,72,not sponsored
AfD,345598788891061_2071353769648879,15,51,67,not sponsored
AfD,345598788891061_2074092306041692,31,90,139,not sponsored
AfD,345598788891061_2063039727146950,95,54,293,not sponsored
AfD,345598788891061_2076988572418732,144,482,729,not sponsored
AfD,345598788891061_2072660766184846,200,347,772,not sponsored
AfD,345598788891061_2065484956902427,785,273,1690,not sponsored
AfD,345598788891061_2063897873727802,130,54,425,not sponsored
AfD,345598788891061_2067003296750593,46,269,363,not sponsored
AfD,345598788891061_2060225207428402,21,29,190,not sponsored
AfD,345598788891061_2065768520207404,18,18,122,not sponsored
AfD,345598788891061_2074564412661148,138,375,576,not sponsored
AfD,345598788891061_2064438363673753,52,125,272,not sponsored
AfD,345598788891061_2056753524442237,350,146,1047,not sponsored
AfD,345598788891061_2071190736331849,149,87,458,not sponsored
AfD,345598788891061_2059700510814205,75,149,382,not sponsored
AfD,345598788891061_2055557674561822,73,36,198,not sponsored
AfD,345598788891061_2061547167296206,52,304,385,not sponsored
AfD,345598788891061_2067629530021303,127,923,1241,not sponsored
AfD,345598788891061_2141851745932414,48,343,426,not sponsored
AfD,345598788891061_2057196884397901,20,64,159,not sponsored
AfD,345598788891061_2060041030780153,32,59,114,not sponsored
AfD,345598788891061_2048981215219468,26,108,183,not sponsored
AfD,345598788891061_2054433138007609,100,46,427,not sponsored
AfD,345598788891061_2062567363860853,343,168,1503,not sponsored
AfD,345598788891061_2058180314299558,170,176,804,not sponsored
AfD,345598788891061_2052735454844044,172,114,797,not sponsored
AfD,345598788891061_2051419964975593,293,94,1122,not sponsored
AfD,345598788891061_2061051407345782,50,39,248,not sponsored
AfD,345598788891061_2050295608421362,183,70,629,not sponsored
AfD,345598788891061_2052994534818136,74,64,222,not sponsored
AfD,345598788891061_360951127838675,0,0,0,not sponsored
AfD,345598788891061_2048759225241667,24,292,338,not sponsored
AfD,345598788891061_2055756157875307,422,715,1298,not sponsored
AfD,345598788891061_2055352574582332,47,145,208,not sponsored
AfD,345598788891061_2054255018025421,95,107,609,not sponsored
AfD,345598788891061_2049680681816188,71,167,330,not sponsored
AfD,345598788891061_2054050584712531,70,63,377,not sponsored
AfD,345598788891061_2041873509263572,128,108,572,not sponsored
AfD,345598788891061_2053881861396070,367,94,1170,not sponsored
AfD,345598788891061_2052486641535592,445,127,1342,not sponsored
AfD,345598788891061_2042015392582717,77,82,488,not sponsored
AfD,345598788891061_2046967885420801,67,70,227,not sponsored
AfD,345598788891061_2048509491933307,11,65,78,not sponsored
AfD,345598788891061_2051127928338130,238,367,705,not sponsored
AfD,345598788891061_2045744078876515,507,179,932,not sponsored
AfD,345598788891061_2044503669000556,886,233,1811,not sponsored
AfD,345598788891061_2044158432368413,143,69,399,not sponsored
AfD,345598788891061_2047160645401525,31,132,176,not sponsored
AfD,345598788891061_2044964962287760,118,198,734,not sponsored
AfD,345598788891061_2049812571802999,212,348,983,not sponsored
AfD,345598788891061_2042736185843971,211,147,715,not sponsored
AfD,345598788891061_2042971145820475,86,159,441,not sponsored
AfD,345598788891061_2033602240090699,58,78,485,not sponsored
AfD,345598788891061_2045575185560071,3,53,58,not sponsored
AfD,345598788891061_2041484289302494,456,175,1285,not sponsored
AfD,345598788891061_2040539096063680,15,54,71,not sponsored
AfD,345598788891061_2031361280314795,180,89,961,not sponsored
AfD,345598788891061_2479039385457812,0,9,13,not sponsored
AfD,345598788891061_2035938213190435,29,135,174,not sponsored
AfD,345598788891061_2035720026545587,17,152,196,not sponsored
AfD,345598788891061_2036183596499230,82,167,388,not sponsored
AfD,345598788891061_2036321889818734,226,526,889,not sponsored
AfD,345598788891061_2040370642747192,51,247,325,not sponsored
AfD,345598788891061_2034857799965143,2,53,60,not sponsored
AfD,345598788891061_2034720919978831,40,185,360,not sponsored
AfD,345598788891061_2027437894040467,45,365,469,not sponsored
AfD,345598788891061_2025534370897486,7,53,77,not sponsored
AfD,345598788891061_2035821509868772,36,129,206,not sponsored
AfD,345598788891061_2027114347406155,37,153,212,not sponsored
AfD,345598788891061_2037202439730679,760,113,1586,not sponsored
AfD,345598788891061_2024818287635761,121,138,620,not sponsored
AfD,345598788891061_2033887513395505,95,74,558,not sponsored
AfD,345598788891061_2029674067150183,112,97,490,not sponsored
AfD,345598788891061_2035014493282807,60,56,302,not sponsored
AfD,345598788891061_2030942303690026,956,186,1824,not sponsored
AfD,345598788891061_2020576964726560,131,594,811,not sponsored
AfD,345598788891061_2032167280234195,124,83,670,not sponsored
AfD,345598788891061_2021922694591987,317,262,947,not sponsored
AfD,345598788891061_2031588470292076,6,132,198,not sponsored
AfD,345598788891061_2026934504090806,403,194,808,not sponsored
AfD,345598788891061_2019210874863169,242,103,901,not sponsored
AfD,345598788891061_2025477904236466,57,88,411,not sponsored
AfD,345598788891061_2024665490984374,160,102,664,not sponsored
AfD,345598788891061_2025590864225170,8,91,116,not sponsored
AfD,345598788891061_2028302663953990,45,104,266,not sponsored
AfD,345598788891061_2024523547665235,348,103,1224,not sponsored
AfD,345598788891061_2020011318116458,17,71,100,not sponsored
CDU,78502295414_10156335965710415,53,283,509,not sponsored
CDU,78502295414_10156332763980415,113,308,931,not sponsored
CDU,78502295414_10156310779140415,179,1338,2031,not sponsored
CDU,78502295414_10156399993240415,27,161,453,not sponsored
CDU,78502295414_10156389909735415,43,196,592,not sponsored
CDU,78502295414_10156395439435415,59,437,2665,not sponsored
CDU,78502295414_10156389826445415,48,473,816,not sponsored
CDU,78502295414_355147965351852,33,180,745,not sponsored
CDU,78502295414_10156392227415415,27,139,430,not sponsored
CDU,78502295414_10156388155435415,11,118,268,not sponsored
CDU,78502295414_377498239552509,30,186,667,not sponsored
CDU,78502295414_10156387770835415,110,592,985,not sponsored
CDU,78502295414_10156385196445415,23,245,659,not sponsored
CDU,78502295414_10156387786160415,45,392,817,not sponsored
CDU,78502295414_330210934311677,39,302,1492,not sponsored
CDU,78502295414_10156389887875415,8,90,213,not sponsored
CDU,78502295414_10156388160305415,14,77,272,not sponsored
CDU,78502295414_10156388143445415,8,95,282,not sponsored
CDU,78502295414_10156392220745415,59,197,497,not sponsored
CDU,78502295414_10156384891485415,76,346,771,not sponsored
CDU,78502295414_10156389899215415,35,380,848,not sponsored
CDU,78502295414_930281754030189,22,116,416,not sponsored
CDU,78502295414_1181123438736339,67,388,1076,not sponsored
CDU,78502295414_10156389881900415,17,161,313,not sponsored
CDU,78502295414_10156384911015415,13,91,375,not sponsored
CDU,78502295414_10156384419100415,1633,928,14183,not sponsored
CDU,78502295414_10156384968290415,13,77,397,not sponsored
CDU,78502295414_10156384497310415,41,153,425,not sponsored
CDU,78502295414_10156382219350415,85,276,1207,not sponsored
CDU,78502295414_10156382195330415,63,283,788,not sponsored
CDU,78502295414_10156378482130415,47,382,938,not sponsored
CDU,78502295414_10156382896435415,559,189,2566,not sponsored
CDU,78502295414_10156372482565415,50,218,3356,not sponsored
CDU,78502295414_10156387128370415,318,1294,7209,not sponsored
CDU,78502295414_10156380920905415,48,521,1132,not sponsored
CDU,78502295414_10156377245935415,103,499,1093,not sponsored
CDU,78502295414_10156256125125415,35,171,523,not sponsored
CDU,78502295414_10156382734720415,25,195,517,not sponsored
CDU,78502295414_10156382535640415,84,337,1435,not sponsored
CDU,78502295414_10156377956130415,129,540,1559,not sponsored
CDU,78502295414_10156372435720415,10,198,383,not sponsored
CDU,78502295414_10156370113090415,40,389,809,not sponsored
CDU,78502295414_10156367697815415,81,430,738,not sponsored
CDU,78502295414_10156365894980415,174,750,2112,not sponsored
CDU,78502295414_10156367763555415,38,124,325,not sponsored
CDU,78502295414_10156365893915415,394,773,2245,not sponsored
CDU,78502295414_10156376629530415,78,526,1327,not sponsored
CDU,78502295414_10156377719155415,24,118,416,not sponsored
CDU,78502295414_10156368543365415,89,546,1010,not sponsored
CDU,78502295414_10156364384350415,18,155,428,not sponsored
CDU,78502295414_10156249147080415,80,645,1779,not sponsored
CDU,78502295414_333046224077046,11,88,252,not sponsored
CDU,78502295414_10156246307085415,105,415,796,not sponsored
CDU,78502295414_10156352137100415,19,230,456,not sponsored
CDU,78502295414_10156361151165415,41,320,647,not sponsored
CDU,78502295414_10156242769660415,21,126,291,not sponsored
CDU,78502295414_381103035834174,25,122,295,not sponsored
CDU,78502295414_10156363070760415,17,124,386,not sponsored
CDU,78502295414_10156350594080415,15,212,433,not sponsored
CDU,78502295414_10156356555110415,34,119,350,not sponsored
CDU,78502295414_10156354389290415,19,93,292,not sponsored
CDU,78502295414_10156350007310415,16,116,335,not sponsored
CDU,78502295414_10156360899120415,60,155,504,not sponsored
CDU,78502295414_10156354361305415,32,140,359,not sponsored
CDU,78502295414_10156354107475415,19,81,213,not sponsored
CDU,78502295414_10156340550765415,36,687,1697,not sponsored
CDU,78502295414_10156345982455415,29,177,514,not sponsored
CDU,78502295414_10156329493415415,63,284,626,not sponsored
CDU,78502295414_10156344186390415,62,191,513,not sponsored
CDU,78502295414_10156348611905415,135,722,1332,not sponsored
CDU,78502295414_10156331392575415,127,477,1409,not sponsored
CDU,78502295414_10156329683155415,249,348,903,not sponsored
CDU,78502295414_10156349887885415,62,205,462,not sponsored
CDU,78502295414_10156339149120415,17,302,456,not sponsored
CDU,78502295414_10156338712950415,65,157,469,not sponsored
CDU,78502295414_10156346068315415,51,152,447,not sponsored
CDU,78502295414_10156336788400415,96,243,514,not sponsored
CDU,78502295414_10156328860375415,76,302,798,not sponsored
CDU,78502295414_10156336783805415,77,455,744,not sponsored
CDU,78502295414_10156326637335415,136,292,773,not sponsored
CDU,78502295414_10156315750370415,95,443,979,not sponsored
CDU,78502295414_2321821224748112,86,284,752,not sponsored
CDU,78502295414_10156331382635415,130,752,1263,not sponsored
CDU,78502295414_1264984546992763,17,131,347,not sponsored
CDU,78502295414_10156304770230415,42,197,611,not sponsored
CDU,78502295414_10156318400770415,41,175,592,not sponsored
CDU,78502295414_10156304732135415,22,155,416,not sponsored
CDU,78502295414_10156298694750415,22,124,347,not sponsored
CDU,78502295414_10156298062535415,29,104,362,not sponsored
CDU,78502295414_10156287267415415,140,289,1131,not sponsored
CDU,78502295414_10156287804560415,31,150,747,not sponsored
CDU,78502295414_10156282999520415,142,232,655,not sponsored
CDU,78502295414_10156279027015415,200,894,1480,not sponsored
CDU,78502295414_10156304529620415,95,232,769,not sponsored
CDU,78502295414_388936691694268,21,84,365,not sponsored
CDU,78502295414_10156293792895415,31,270,537,not sponsored
CDU,78502295414_10156273062970415,37,346,799,not sponsored
CDU,78502295414_10156300278095415,40,165,387,not sponsored
CDU,78502295414_1570848596391930,26,101,468,not sponsored
CDU,78502295414_10156279260120415,79,218,681,not sponsored
CDU,78502295414_10156274935065415,55,276,863,not sponsored
CDU,78502295414_10156270673655415,103,487,1503,not sponsored
CDU,78502295414_10156389447025415,127,1217,2549,not sponsored
CDU,78502295414_10156273510100415,68,301,642,not sponsored
CDU,78502295414_10156269072545415,28,193,465,not sponsored
CDU,78502295414_10156269076390415,27,149,494,not sponsored
CDU,78502295414_10156268437955415,59,429,687,not sponsored
CDU,78502295414_10156256122100415,27,182,594,not sponsored
CDU,78502295414_10156266125895415,43,340,781,not sponsored
CDU,78502295414_10156274915465415,55,242,511,not sponsored
CDU,78502295414_10156269074275415,28,159,402,not sponsored
CDU,78502295414_10156256124575415,46,183,624,not sponsored
CDU,78502295414_10156256121450415,54,267,893,not sponsored
CDU,78502295414_2134073119991656,23,85,388,not sponsored
CDU,78502295414_10156382058975415,46,250,807,not sponsored
CDU,78502295414_10156249137360415,94,454,1174,not sponsored
CDU,78502295414_10156266111340415,51,374,883,not sponsored
CDU,78502295414_10156269071215415,39,195,564,not sponsored
CDU,78502295414_1971008989695229,30,86,555,not sponsored
CDU,78502295414_10156256113300415,58,260,3179,not sponsored
CDU,78502295414_10156246470280415,73,332,819,not sponsored
CDU,78502295414_10156256123725415,52,222,646,not sponsored
CDU,78502295414_10156242773020415,37,163,448,not sponsored
CDU,78502295414_10156241155995415,29,114,283,not sponsored
CDU,78502295414_10156256120655415,38,172,1223,not sponsored
CDU,78502295414_10156241145180415,14,87,205,not sponsored
CDU,78502295414_10156254836620415,79,155,799,not sponsored
CDU,78502295414_10156242775495415,54,136,610,not sponsored
CDU,78502295414_680410689065434,13,70,293,not sponsored
CDU,78502295414_10156242888940415,53,323,717,not sponsored
CDU,78502295414_10156238753405415,122,331,691,not sponsored
CDU,78502295414_10156239441210415,37,245,497,not sponsored
CDU,78502295414_10156241143205415,26,187,415,not sponsored
CDU,78502295414_10156241135640415,20,84,195,not sponsored
CDU,78502295414_10156245251525415,33,225,500,not sponsored
CDU,78502295414_10156241155165415,46,140,369,not sponsored
CDU,78502295414_10156236613420415,48,244,508,not sponsored
CDU,78502295414_10156230369675415,84,263,672,not sponsored
CDU,78502295414_10156240739425415,28,174,488,not sponsored
CDU,78502295414_10156242767575415,28,160,415,not sponsored
CDU,78502295414_10156240305050415,25,190,388,not sponsored
CDU,78502295414_10156234437190415,53,185,462,not sponsored
CDU,78502295414_10156232880290415,36,192,456,not sponsored
CDU,78502295414_10156237013325415,42,533,747,not sponsored
CDU,78502295414_10156234438840415,145,418,1517,not sponsored
CDU,78502295414_10156221766370415,132,774,1489,not sponsored
CDU,78502295414_10156234732665415,49,226,494,not sponsored
CDU,78502295414_10156234433575415,24,158,394,not sponsored
CDU,78502295414_10156216111185415,9,100,321,not sponsored
CDU,78502295414_10156358045035415,193,642,1030,not sponsored
CDU,78502295414_10156231400125415,25,132,279,not sponsored
CDU,78502295414_10156231468400415,42,199,505,not sponsored
CDU,78502295414_10156236369365415,55,251,572,not sponsored
CDU,78502295414_2523171577756124,13,99,310,not sponsored
CDU,78502295414_1063701550480996,59,187,542,not sponsored
CDU,78502295414_10156212205125415,18,122,498,not sponsored
CDU,78502295414_10156220407040415,102,284,634,not sponsored
CDU,78502295414_10156225749610415,130,337,864,not sponsored
CDU,78502295414_10156218298700415,17,214,601,not sponsored
CDU,78502295414_10156217993510415,9,100,266,not sponsored
CDU,78502295414_10156214045245415,40,247,673,not sponsored
CDU,78502295414_10156208018775415,88,350,993,not sponsored
CDU,78502295414_10156207831105415,77,279,651,not sponsored
CDU,77094470902_10157237452370903,7,41,54,not sponsored
CDU,77094470902_10157231469510903,20,100,164,not sponsored
CDU,77094470902_10157242381490903,1,15,23,not sponsored
CDU,77094470902_10157223252640903,30,65,118,not sponsored
CDU,77094470902_10157218481540903,12,29,60,not sponsored
CDU,77094470902_10157221633905903,6,37,50,not sponsored
CDU,77094470902_10157215417250903,0,23,31,not sponsored
CDU,77094470902_10157220536670903,10,29,46,not sponsored
CDU,77094470902_10157212935030903,7,52,79,not sponsored
CDU,77094470902_10157212565260903,27,55,85,not sponsored
CDU,77094470902_10157215418965903,29,34,64,not sponsored
CDU,77094470902_10157221445780903,1,46,48,not sponsored
CDU,77094470902_10157215678190903,7,27,117,not sponsored
CDU,77094470902_10157215380860903,21,28,52,not sponsored
CDU,77094470902_10157215338265903,3,34,44,not sponsored
CDU,77094470902_10157215968050903,11,48,64,not sponsored
CDU,77094470902_10157201876945903,23,67,94,not sponsored
CDU,77094470902_10157201830425903,7,33,43,not sponsored
CDU,77094470902_10157201875525903,6,56,74,not sponsored
CDU,77094470902_10157209860300903,11,45,67,not sponsored
CDU,77094470902_10157201872720903,14,53,77,not sponsored
CDU,77094470902_10157201871460903,6,37,58,not sponsored
CDU,77094470902_10157212561550903,18,41,61,not sponsored
CDU,77094470902_10157199772595903,7,12,24,not sponsored
CDU,77094470902_10157199340010903,33,68,108,not sponsored
CDU,77094470902_10157196825015903,6,32,43,not sponsored
CDU,77094470902_10157194206620903,0,4,15,not sponsored
CDU,77094470902_10157192307720903,1,32,44,not sponsored
CDU,77094470902_10157052732525903,9,66,96,not sponsored
CDU,77094470902_10157194727540903,15,78,109,not sponsored
CDU,77094470902_10157176337695903,40,76,123,not sponsored
CDU,77094470902_10157167969850903,5,32,38,not sponsored
CDU,77094470902_10157166117730903,14,98,118,not sponsored
CDU,77094470902_10157168230880903,1,27,33,not sponsored
CDU,77094470902_10157167994160903,1,9,10,not sponsored
CDU,77094470902_378157646366227,5,18,28,not sponsored
CDU,77094470902_10157173756635903,5,68,80,not sponsored
CDU,77094470902_10157165761520903,0,41,41,not sponsored
CDU,77094470902_10157170883185903,3,83,91,not sponsored
CDU,77094470902_10157021545535903,8,69,80,not sponsored
CDU,77094470902_10157176337145903,101,169,273,not sponsored
CDU,77094470902_10157168009810903,9,12,23,not sponsored
CDU,77094470902_10157165837930903,12,78,100,not sponsored
CDU,77094470902_10157165875825903,9,110,158,not sponsored
CDU,77094470902_10157168442120903,10,51,67,not sponsored
CDU,77094470902_10157163541430903,6,44,57,not sponsored
CDU,77094470902_10157166220015903,9,54,67,not sponsored
CDU,77094470902_10157166051875903,27,230,301,not sponsored
CDU,77094470902_10157158969145903,0,75,80,not sponsored
CDU,77094470902_449289612505489,13,33,64,not sponsored
CDU,77094470902_10157170921665903,4,45,51,not sponsored
CDU,77094470902_10157147769115903,2,30,46,not sponsored
CDU,77094470902_10157145237610903,15,90,124,not sponsored
CDU,77094470902_10157127551810903,24,94,127,not sponsored
CDU,77094470902_10157120097745903,15,69,95,not sponsored
CDU,77094470902_10157117061240903,10,56,71,not sponsored
CDU,77094470902_10157130652700903,1,17,21,not sponsored
CDU,77094470902_10157107256045903,6,49,62,not sponsored
CDU,77094470902_10157112485160903,7,150,170,not sponsored
CDU,77094470902_10157105224015903,36,162,260,not sponsored
CDU,77094470902_10157092945400903,16,86,129,not sponsored
CDU,77094470902_10157092897095903,8,73,112,not sponsored
CDU,77094470902_10157071288575903,2,19,31,not sponsored
CDU,77094470902_10157084508315903,11,22,41,not sponsored
CDU,77094470902_10157089132770903,12,53,90,not sponsored
CDU,77094470902_10157087088045903,3,71,87,not sponsored
CDU,77094470902_10157086640185903,8,48,68,not sponsored
CDU,77094470902_10157209864065903,22,60,88,not sponsored
CDU,77094470902_10157047668665903,8,159,200,not sponsored
CDU,77094470902_10157064789010903,1,12,24,not sponsored
CDU,77094470902_10157052748315903,0,22,27,not sponsored
CDU,77094470902_10157037863300903,0,27,31,not sponsored
CDU,77094470902_10157056769355903,9,39,55,not sponsored
CDU,77094470902_10157036099355903,9,14,25,not sponsored
CDU,77094470902_10157054191820903,1,10,14,not sponsored
CDU,77094470902_10157021387345903,18,76,116,not sponsored
CDU,77094470902_407770593101755,0,0,0,not sponsored
CDU,77094470902_10157182366880903,11,34,49,not sponsored
CDU,77094470902_10157023525360903,8,26,44,not sponsored
CDU,77094470902_10157011451725903,18,40,70,not sponsored
CDU,77094470902_10157033287445903,24,39,88,not sponsored
CDU,77094470902_10157023562360903,5,55,67,not sponsored
CDU,77094470902_566516090496461,17,27,65,not sponsored
CDU,77094470902_10157021310165903,21,103,138,not sponsored
CDU,77094470902_10157011246360903,5,23,43,not sponsored
CDU,217523541326_10157004582376327,2,67,79,not sponsored
CDU,217523541326_10156999119291327,11,33,45,not sponsored
CDU,217523541326_10156997711326327,1,15,20,not sponsored
CDU,217523541326_10156993226321327,9,106,123,not sponsored
CDU,217523541326_10156993236496327,0,81,84,not sponsored
CDU,217523541326_10157006965941327,8,30,42,not sponsored
CDU,217523541326_10156890170326327,1,3,5,not sponsored
CDU,217523541326_10156993249446327,2,140,154,not sponsored
CDU,217523541326_10156989298741327,4,13,18,not sponsored
CDU,217523541326_10156996984396327,22,58,93,not sponsored
CDU,217523541326_10156989295396327,10,25,38,not sponsored
CDU,217523541326_10156885280296327,23,55,81,not sponsored
CDU,217523541326_10156994344371327,3,96,107,not sponsored
CDU,217523541326_10156993213906327,3,105,120,not sponsored
CDU,217523541326_10156989302356327,0,18,18,not sponsored
CDU,217523541326_10156993202086327,9,143,193,not sponsored
CDU,217523541326_10156993210756327,4,49,55,not sponsored
CDU,217523541326_10156987542716327,26,84,114,not sponsored
CDU,217523541326_10156993216766327,0,78,80,not sponsored
CDU,217523541326_10156984709211327,8,39,47,not sponsored
CDU,217523541326_10156988295421327,0,62,65,not sponsored
CDU,217523541326_10156984691311327,2,26,29,not sponsored
CDU,217523541326_10156985067811327,10,34,45,not sponsored
CDU,217523541326_10156967443531327,20,44,68,not sponsored
CDU,217523541326_10156967296331327,1,14,15,not sponsored
CDU,217523541326_10156921073676327,34,55,96,not sponsored
CDU,217523541326_10156977039756327,10,48,64,not sponsored
CDU,217523541326_10156982356041327,7,52,61,not sponsored
CDU,217523541326_10156967265351327,5,37,50,not sponsored
CDU,217523541326_10156967290316327,9,25,34,not sponsored
CDU,217523541326_10156970891106327,0,12,13,not sponsored
CDU,217523541326_10156966169046327,4,60,65,not sponsored
CDU,217523541326_10156977076486327,0,8,9,not sponsored
CDU,217523541326_10156921068946327,9,34,43,not sponsored
CDU,217523541326_10156966079856327,4,81,87,not sponsored
CDU,217523541326_10156967255766327,1,29,31,not sponsored
CDU,217523541326_10156947203666327,1,15,16,not sponsored
CDU,217523541326_10156960793386327,31,69,105,not sponsored
CDU,217523541326_10156960493636327,7,31,39,not sponsored
CDU,217523541326_10156947197181327,5,23,30,not sponsored
CDU,217523541326_10156965371371327,7,37,44,not sponsored
CDU,217523541326_10156834100266327,5,79,96,not sponsored
CDU,217523541326_10156947188171327,5,32,42,not sponsored
CDU,217523541326_10156921077361327,10,42,55,not sponsored
CDU,217523541326_10156947190136327,1,21,22,not sponsored
CDU,217523541326_10156954691146327,10,31,72,low
CDU,217523541326_10156942254141327,2,30,33,not sponsored
CDU,217523541326_10156921067906327,5,34,39,not sponsored
CDU,217523541326_10156940772051327,3,82,86,not sponsored
CDU,217523541326_10156944615126327,58,128,384,not sponsored
CDU,217523541326_10156937308606327,2,43,46,not sponsored
CDU,217523541326_10156921230291327,11,89,106,not sponsored
CDU,217523541326_10156898997586327,24,88,115,not sponsored
CDU,217523541326_10156898983871327,15,65,81,not sponsored
CDU,217523541326_10156898958201327,11,95,114,not sponsored
CDU,217523541326_10156898532481327,2,39,46,not sponsored
CDU,217523541326_10156898989091327,0,3,5,not sponsored
CDU,217523541326_10156898972586327,20,93,124,not sponsored
CDU,217523541326_10156999131056327,0,0,1,not sponsored
CDU,217523541326_10156993361496327,1,107,119,not sponsored
CDU,217523541326_10156993355536327,9,89,100,not sponsored
CDU,217523541326_10156885383446327,11,35,49,not sponsored
CDU,217523541326_10156878920826327,44,143,305,not sponsored
CDU,217523541326_10156883341681327,6,61,70,not sponsored
CDU,217523541326_10156859384426327,7,16,27,not sponsored
CDU,217523541326_10156859274696327,37,158,283,not sponsored
CDU,217523541326_10156857089431327,1,11,16,not sponsored
CDU,217523541326_10156967261616327,2,16,18,not sponsored
CDU,217523541326_10156967468351327,17,43,68,low
CDU,217523541326_10156824484596327,8,33,51,not sponsored
CDU,217523541326_10156820652771327,2,152,212,not sponsored
CDU,217523541326_10156964981271327,5,82,91,not sponsored
CDU,217523541326_10156830533896327,6,39,46,not sponsored
CDU,217523541326_10156827686686327,2,28,35,not sponsored
CDU,217523541326_10156776239126327,0,26,29,not sponsored
CDU,217523541326_10156818432981327,3,64,71,not sponsored
CDU,217523541326_10156813873021327,9,21,34,not sponsored
CDU,217523541326_10156815957886327,1,21,23,not sponsored
CDU,217523541326_10156813822036327,1,6,14,not sponsored
CDU,178032906642_10156057983661643,1,29,31,not sponsored
CDU,178032906642_10156108714406643,4,22,32,not sponsored
CDU,178032906642_10156140250561643,9,50,75,not sponsored
CDU,178032906642_10156122601251643,31,89,131,not sponsored
CDU,178032906642_10156046142046643,10,88,103,not sponsored
CDU,178032906642_10156140235981643,13,46,62,not sponsored
CDU,178032906642_10156122659756643,9,28,42,not sponsored
CDU,178032906642_10156122604581643,13,62,83,not sponsored
CDU,178032906642_10156140245101643,4,28,35,not sponsored
CDU,178032906642_10156140228166643,37,92,135,not sponsored
CDU,178032906642_10156140342706643,43,67,116,not sponsored
CDU,178032906642_10156122608226643,3,38,51,not sponsored
CDU,178032906642_10156140242101643,13,85,109,not sponsored
CDU,178032906642_10156122588461643,1,17,20,not sponsored
CDU,178032906642_10156122586826643,1,18,22,not sponsored
CDU,178032906642_10156137994896643,4,33,42,not sponsored
CDU,178032906642_10156134035926643,4,20,27,not sponsored
CDU,178032906642_10156136761991643,5,19,26,not sponsored
CDU,178032906642_10156138380036643,41,100,148,not sponsored
CDU,178032906642_10156136300991643,86,85,200,not sponsored
CDU,178032906642_10156135831306643,3,19,22,not sponsored
CDU,178032906642_2480860761927032,74,57,135,not sponsored
CDU,178032906642_10156122583046643,4,20,28,not sponsored
CDU,178032906642_661594384262524,130,75,209,not sponsored
CDU,178032906642_10156125159221643,30,55,87,not sponsored
CDU,178032906642_10156136393261643,5,62,72,not sponsored
CDU,178032906642_10156131416456643,3,28,37,not sponsored
CDU,178032906642_10156122576506643,4,11,17,not sponsored
CDU,178032906642_10156122580106643,2,31,35,not sponsored
CDU,178032906642_10156123191171643,27,145,179,not sponsored
CDU,178032906642_10156020096516643,25,97,134,not sponsored
CDU,178032906642_10156018784866643,6,57,65,not sponsored
CDU,178032906642_10156122573291643,3,21,26,not sponsored
CDU,178032906642_10156117119281643,18,120,149,not sponsored
CDU,178032906642_10156123039596643,22,54,78,not sponsored
CDU,178032906642_10156131485391643,3,86,93,not sponsored
CDU,178032906642_10156108711876643,5,15,20,not sponsored
CDU,178032906642_10156108699646643,5,24,32,not sponsored
CDU,178032906642_10156123452806643,3,13,18,not sponsored
CDU,178032906642_10156122581951643,3,19,23,not sponsored
CDU,178032906642_10156108725306643,2,11,14,not sponsored
CDU,178032906642_10156108706186643,4,13,17,not sponsored
CDU,178032906642_10156119030821643,24,76,102,not sponsored
CDU,178032906642_10156122598796643,11,28,41,not sponsored
CDU,178032906642_10156005113891643,4,53,66,not sponsored
CDU,178032906642_10156122571211643,3,17,20,not sponsored
CDU,178032906642_10156117141076643,6,29,35,not sponsored
CDU,178032906642_10156110800156643,5,37,42,not sponsored
CDU,178032906642_10156102337671643,84,186,281,not sponsored
CDU,178032906642_10156108689051643,3,25,28,not sponsored
CDU,178032906642_10156108698096643,7,19,27,not sponsored
CDU,178032906642_10156108687691643,2,23,26,not sponsored
CDU,178032906642_10156104875581643,28,47,76,not sponsored
CDU,178032906642_10156102760896643,8,30,39,not sponsored
CDU,178032906642_10156106840296643,18,96,123,not sponsored
CDU,178032906642_10156108920446643,23,57,83,not sponsored
CDU,178032906642_10156108679246643,11,22,35,not sponsored
CDU,178032906642_10156102668061643,9,59,69,not sponsored
CDU,178032906642_10156103074501643,20,183,225,not sponsored
